,0
569,-5.187672493100276
570,-5.195032198712052
571,-5.202391904323827
572,-5.209751609935602
573,-5.2171113155473785
574,-5.224471021159154
575,-5.231830726770929
576,-5.2391904323827045
577,-5.24655013799448
578,-5.253909843606256
579,-5.2612695492180315
580,-5.268629254829807
581,-5.275988960441582
582,-5.2833486660533575
583,-5.290708371665134
584,-5.298068077276909
585,-5.305427782888684
586,-5.31278748850046
587,-5.320147194112235
588,-5.327506899724011
589,-5.334866605335787
590,-5.342226310947562
591,-5.349586016559337
592,-5.356945722171113
593,-5.364305427782889
594,-5.371665133394664
595,-5.37902483900644
596,-5.386384544618215
597,-5.39374425022999
598,-5.401103955841767
599,-5.408463661453542
600,-5.415823367065317
601,-5.423183072677093
602,-5.430542778288868
603,-5.437902483900644
604,-5.44526218951242
605,-5.452621895124195
606,-5.45998160073597
607,-5.467341306347746
608,-5.474701011959522
609,-5.482060717571297
610,-5.4894204231830726
611,-5.496780128794848
612,-5.504139834406624
613,-5.5114995400183995
614,-5.518859245630175
615,-5.52621895124195
616,-5.5335786568537255
617,-5.540938362465502
618,-5.548298068077277
619,-5.5556577736890524
620,-5.563017479300828
621,-5.570377184912603
622,-5.577736890524379
623,-5.585096596136155
624,-5.59245630174793
625,-5.599816007359705
626,-5.607175712971481
627,-5.614535418583257
628,-5.621895124195032
629,-5.629254829806808
630,-5.636614535418583
631,-5.643974241030358
632,-5.651333946642135
633,-5.65869365225391
634,-5.666053357865685
635,-5.673413063477461
636,-5.680772769089236
637,-5.688132474701012
638,-5.695492180312788
639,-5.702851885924563
640,-5.710211591536338
641,-5.717571297148114
642,-5.72493100275989
643,-5.732290708371665
644,-5.739650413983441
645,-5.747010119595216
646,-5.754369825206991
647,-5.7617295308187675
648,-5.769089236430543
649,-5.776448942042318
650,-5.7838086476540935
651,-5.79116835326587
652,-5.798528058877645
653,-5.8058877644894205
654,-5.813247470101196
655,-5.820607175712971
656,-5.827966881324747
657,-5.835326586936523
658,-5.842686292548298
659,-5.850045998160073
660,-5.857405703771849
661,-5.864765409383625
662,-5.8721251149954
663,-5.879484820607176
664,-5.886844526218951
665,-5.894204231830726
666,-5.901563937442503
667,-5.908923643054278
668,-5.916283348666053
669,-5.923643054277829
670,-5.931002759889604
671,-5.93836246550138
672,-5.945722171113156
673,-5.953081876724931
674,-5.960441582336706
675,-5.967801287948482
676,-5.975160993560258
677,-5.982520699172033
678,-5.989880404783809
679,-5.997240110395584
680,-6.004599816007359
681,-6.0119595216191355
682,-6.019319227230911
683,-6.026678932842686
684,-6.0340386384544615
685,-6.041398344066237
686,-6.048758049678013
687,-6.0561177552897885
688,-6.063477460901564
689,-6.070837166513339
690,-6.078196872125115
691,-6.085556577736891
692,-6.092916283348666
693,-6.100275988960441
694,-6.107635694572217
695,-6.114995400183993
696,-6.122355105795768
697,-6.129714811407544
698,-6.137074517019319
699,-6.144434222631094
700,-6.151793928242871
701,-6.159153633854646
702,-6.166513339466421
703,-6.173873045078197
704,-6.181232750689972
705,-6.188592456301748
706,-6.195952161913524
707,-6.203311867525299
708,-6.210671573137074
709,-6.21803127874885
710,-6.225390984360626
711,-6.232750689972401
712,-6.240110395584177
713,-6.247470101195952
714,-6.254829806807727
715,-6.2621895124195035
716,-6.269549218031279
717,-6.276908923643054
718,-6.2842686292548295
719,-6.291628334866605
720,-6.298988040478381
721,-6.3063477460901565
722,-6.313707451701932
723,-6.321067157313707
724,-6.3284268629254825
725,-6.335786568537259
726,-6.343146274149034
727,-6.350505979760809
728,-6.357865685372585
729,-6.365225390984361
730,-6.372585096596136
731,-6.379944802207912
732,-6.387304507819687
733,-6.394664213431462
734,-6.402023919043239
735,-6.409383624655014
736,-6.416743330266789
737,-6.424103035878565
738,-6.43146274149034
739,-6.438822447102116
740,-6.446182152713892
741,-6.453541858325667
742,-6.460901563937442
743,-6.468261269549218
744,-6.475620975160994
745,-6.482980680772769
746,-6.490340386384545
747,-6.49770009199632
748,-6.505059797608095
749,-6.5124195032198715
750,-6.519779208831647
751,-6.527138914443422
752,-6.5344986200551975
753,-6.541858325666973
754,-6.549218031278749
755,-6.5565777368905245
756,-6.5639374425023
757,-6.571297148114075
758,-6.5786568537258505
759,-6.586016559337627
760,-6.593376264949402
761,-6.6007359705611774
762,-6.608095676172953
763,-6.615455381784728
764,-6.622815087396504
765,-6.63017479300828
766,-6.637534498620055
767,-6.64489420423183
768,-6.652253909843607
769,-6.659613615455382
770,-6.666973321067157
771,-6.674333026678933
772,-6.681692732290708
773,-6.689052437902484
774,-6.69641214351426
775,-6.703771849126035
776,-6.71113155473781
777,-6.718491260349586
778,-6.725850965961362
779,-6.733210671573137
780,-6.740570377184913
781,-6.747930082796688
782,-6.755289788408463
783,-6.7626494940202395
784,-6.770009199632015
785,-6.77736890524379
786,-6.784728610855566
787,-6.792088316467341
788,-6.799448022079117
789,-6.8068077276908925
790,-6.814167433302668
791,-6.821527138914443
792,-6.8288868445262185
793,-6.836246550137995
794,-6.84360625574977
795,-6.8509659613615455
796,-6.858325666973321
797,-6.865685372585096
798,-6.873045078196872
799,-6.880404783808648
800,-6.887764489420423
801,-6.895124195032198
802,-6.902483900643974
803,-6.90984360625575
804,-6.917203311867525
805,-6.924563017479301
806,-6.931922723091076
807,-6.939282428702851
808,-6.946642134314628
809,-6.954001839926403
810,-6.961361545538178
811,-6.968721251149954
812,-6.97608095676173
813,-6.983440662373505
814,-6.990800367985281
815,-6.998160073597056
816,-7.005519779208831
817,-7.0128794848206075
818,-7.020239190432383
819,-7.027598896044158
820,-7.034958601655934
821,-7.042318307267709
822,-7.049678012879485
823,-7.0570377184912605
824,-7.064397424103036
825,-7.071757129714811
826,-7.0791168353265865
827,-7.086476540938363
828,-7.093836246550138
829,-7.1011959521619135
830,-7.108555657773689
831,-7.115915363385464
832,-7.12327506899724
833,-7.130634774609016
834,-7.137994480220791
835,-7.145354185832566
836,-7.152713891444342
837,-7.160073597056118
838,-7.167433302667893
839,-7.174793008279669
840,-7.182152713891444
841,-7.189512419503219
842,-7.196872125114996
843,-7.204231830726771
844,-7.211591536338546
845,-7.218951241950322
846,-7.226310947562097
847,-7.233670653173873
848,-7.241030358785649
849,-7.248390064397424
850,-7.255749770009199
851,-7.2631094756209755
852,-7.270469181232751
853,-7.277828886844526
854,-7.285188592456302
855,-7.292548298068077
856,-7.299908003679853
857,-7.3072677092916285
858,-7.314627414903404
859,-7.321987120515179
860,-7.3293468261269545
861,-7.336706531738731
862,-7.344066237350506
863,-7.3514259429622815
864,-7.358785648574057
865,-7.366145354185832
866,-7.373505059797608
867,-7.380864765409384
868,-7.388224471021159
869,-7.395584176632934
870,-7.40294388224471
871,-7.410303587856486
872,-7.417663293468261
873,-7.425022999080037
874,-7.432382704691812
875,-7.439742410303587
876,-7.447102115915364
877,-7.454461821527139
878,-7.461821527138914
879,-7.46918123275069
880,-7.476540938362465
881,-7.483900643974241
882,-7.491260349586017
883,-7.498620055197792
884,-7.505979760809567
885,-7.513339466421343
886,-7.520699172033119
887,-7.528058877644894
888,-7.53541858325667
889,-7.542778288868445
890,-7.550137994480221
891,-7.5574977000919965
892,-7.564857405703772
893,-7.572217111315547
894,-7.5795768169273225
895,-7.586936522539099
896,-7.594296228150874
897,-7.6016559337626495
898,-7.609015639374425
899,-7.6163753449862
900,-7.623735050597976
901,-7.631094756209752
902,-7.638454461821527
903,-7.645814167433302
904,-7.653173873045078
905,-7.660533578656854
906,-7.667893284268629
907,-7.675252989880405
908,-7.68261269549218
909,-7.689972401103955
910,-7.697332106715732
911,-7.704691812327507
912,-7.712051517939282
913,-7.719411223551058
914,-7.726770929162833
915,-7.734130634774609
916,-7.741490340386385
917,-7.74885004599816
918,-7.756209751609935
919,-7.763569457221711
920,-7.770929162833487
921,-7.778288868445262
922,-7.785648574057038
923,-7.793008279668813
924,-7.800367985280588
925,-7.8077276908923645
926,-7.81508739650414
927,-7.822447102115915
928,-7.8298068077276906
929,-7.837166513339467
930,-7.844526218951242
931,-7.8518859245630175
932,-7.859245630174793
933,-7.866605335786568
934,-7.873965041398344
935,-7.88132474701012
936,-7.888684452621895
937,-7.8960441582336705
938,-7.903403863845446
939,-7.910763569457222
940,-7.918123275068997
941,-7.925482980680773
942,-7.932842686292548
943,-7.940202391904323
944,-7.9475620975161
945,-7.954921803127875
946,-7.96228150873965
947,-7.969641214351426
948,-7.977000919963201
949,-7.984360625574977
950,-7.991720331186753
951,-7.999080036798528
952,-8.006439742410304
953,-8.013799448022079
954,-8.021159153633855
955,-8.02851885924563
956,-8.035878564857406
957,-8.043238270469182
958,-8.050597976080956
959,-8.057957681692733
960,-8.065317387304507
961,-8.072677092916283
962,-8.08003679852806
963,-8.087396504139834
964,-8.09475620975161
965,-8.102115915363385
966,-8.10947562097516
967,-8.116835326586937
968,-8.124195032198713
969,-8.131554737810488
970,-8.138914443422262
971,-8.146274149034038
972,-8.153633854645815
973,-8.160993560257591
974,-8.168353265869365
975,-8.17571297148114
976,-8.183072677092916
977,-8.190432382704692
978,-8.197792088316469
979,-8.205151793928243
980,-8.212511499540017
981,-8.219871205151794
982,-8.22723091076357
983,-8.234590616375346
984,-8.24195032198712
985,-8.249310027598895
986,-8.256669733210671
987,-8.264029438822448
988,-8.271389144434224
989,-8.278748850045998
990,-8.286108555657773
991,-8.293468261269549
992,-8.300827966881325
993,-8.308187672493101
994,-8.315547378104876
995,-8.32290708371665
996,-8.330266789328427
997,-8.337626494940203
998,-8.344986200551979
999,-8.352345906163753
1000,-8.359705611775528
1001,-8.367065317387304
1002,-8.37442502299908
1003,-8.381784728610857
1004,-8.389144434222631
1005,-8.396504139834406
1006,-8.403863845446182
1007,-8.411223551057958
1008,-8.418583256669734
1009,-8.425942962281509
1010,-8.433302667893283
1011,-8.44066237350506
1012,-8.448022079116836
1013,-8.455381784728612
1014,-8.462741490340386
1015,-8.47010119595216
1016,-8.477460901563937
1017,-8.484820607175713
1018,-8.49218031278749
1019,-8.499540018399264
1020,-8.506899724011038
1021,-8.514259429622815
1022,-8.521619135234591
1023,-8.528978840846367
1024,-8.536338546458142
1025,-8.543698252069916
1026,-8.551057957681692
1027,-8.558417663293469
1028,-8.565777368905245
1029,-8.57313707451702
1030,-8.580496780128794
1031,-8.58785648574057
1032,-8.595216191352346
1033,-8.602575896964122
1034,-8.609935602575897
1035,-8.617295308187671
1036,-8.624655013799448
1037,-8.632014719411224
1038,-8.639374425023
1039,-8.646734130634774
1040,-8.654093836246549
1041,-8.661453541858325
1042,-8.668813247470101
1043,-8.676172953081878
1044,-8.683532658693652
1045,-8.690892364305427
1046,-8.698252069917203
1047,-8.705611775528979
1048,-8.712971481140755
1049,-8.72033118675253
1050,-8.727690892364304
1051,-8.73505059797608
1052,-8.742410303587857
1053,-8.749770009199633
1054,-8.757129714811407
1055,-8.764489420423182
1056,-8.771849126034958
1057,-8.779208831646734
1058,-8.78656853725851
1059,-8.793928242870285
1060,-8.80128794848206
1061,-8.808647654093836
1062,-8.816007359705612
1063,-8.823367065317388
1064,-8.830726770929163
1065,-8.838086476540937
1066,-8.845446182152713
1067,-8.85280588776449
1068,-8.860165593376266
1069,-8.86752529898804
1070,-8.874885004599815
1071,-8.882244710211591
1072,-8.889604415823367
1073,-8.896964121435143
1074,-8.904323827046918
1075,-8.911683532658692
1076,-8.919043238270469
1077,-8.926402943882245
1078,-8.933762649494021
1079,-8.941122355105795
1080,-8.94848206071757
1081,-8.955841766329346
1082,-8.963201471941122
1083,-8.970561177552899
1084,-8.977920883164673
1085,-8.98528058877645
1086,-8.992640294388224
1087,-9.0
1088,-9.007359705611776
1089,-9.01471941122355
1090,-9.022079116835327
1091,-9.029438822447101
1092,-9.036798528058878
1093,-9.044158233670654
1094,-9.051517939282428
1095,-9.058877644894205
1096,-9.066237350505979
1097,-9.073597056117755
1098,-9.080956761729531
1099,-9.088316467341306
1100,-9.095676172953082
1101,-9.103035878564857
1102,-9.110395584176633
1103,-9.117755289788409
1104,-9.125114995400184
1105,-9.13247470101196
1106,-9.139834406623734
1107,-9.14719411223551
1108,-9.154553817847287
1109,-9.161913523459061
1110,-9.169273229070837
1111,-9.176632934682612
1112,-9.183992640294388
1113,-9.191352345906164
1114,-9.198712051517939
1115,-9.206071757129715
1116,-9.21343146274149
1117,-9.220791168353266
1118,-9.228150873965042
1119,-9.235510579576816
1120,-9.242870285188593
1121,-9.250229990800367
1122,-9.257589696412143
1123,-9.26494940202392
1124,-9.272309107635694
1125,-9.27966881324747
1126,-9.287028518859245
1127,-9.294388224471021
1128,-9.301747930082797
1129,-9.309107635694572
1130,-9.316467341306348
1131,-9.323827046918122
1132,-9.331186752529899
1133,-9.338546458141675
1134,-9.34590616375345
1135,-9.353265869365226
1136,-9.360625574977
1137,-9.367985280588776
1138,-9.375344986200552
1139,-9.382704691812327
1140,-9.390064397424103
1141,-9.397424103035878
1142,-9.404783808647654
1143,-9.41214351425943
1144,-9.419503219871205
1145,-9.42686292548298
1146,-9.434222631094757
1147,-9.441582336706531
1148,-9.448942042318308
1149,-9.456301747930082
1150,-9.463661453541858
1151,-9.471021159153635
1152,-9.478380864765409
1153,-9.485740570377185
1154,-9.49310027598896
1155,-9.500459981600736
1156,-9.507819687212512
1157,-9.515179392824287
1158,-9.522539098436063
1159,-9.529898804047837
1160,-9.537258509659614
1161,-9.54461821527139
1162,-9.551977920883164
1163,-9.55933762649494
1164,-9.566697332106715
1165,-9.574057037718491
1166,-9.581416743330267
1167,-9.588776448942042
1168,-9.596136154553818
1169,-9.603495860165593
1170,-9.610855565777369
1171,-9.618215271389145
1172,-9.62557497700092
1173,-9.632934682612696
1174,-9.64029438822447
1175,-9.647654093836247
1176,-9.655013799448023
1177,-9.662373505059797
1178,-9.669733210671573
1179,-9.677092916283348
1180,-9.684452621895124
1181,-9.6918123275069
1182,-9.699172033118675
1183,-9.706531738730451
1184,-9.713891444342226
1185,-9.721251149954002
1186,-9.728610855565778
1187,-9.735970561177552
1188,-9.743330266789329
1189,-9.750689972401103
1190,-9.75804967801288
1191,-9.765409383624656
1192,-9.77276908923643
1193,-9.780128794848206
1194,-9.78748850045998
1195,-9.794848206071757
1196,-9.802207911683533
1197,-9.809567617295308
1198,-9.816927322907084
1199,-9.824287028518858
1200,-9.831646734130635
1201,-9.83900643974241
1202,-9.846366145354185
1203,-9.853725850965962
1204,-9.861085556577736
1205,-9.868445262189512
1206,-9.875804967801288
1207,-9.883164673413063
1208,-9.89052437902484
1209,-9.897884084636614
1210,-9.90524379024839
1211,-9.912603495860166
1212,-9.91996320147194
1213,-9.927322907083717
1214,-9.934682612695491
1215,-9.942042318307267
1216,-9.949402023919044
1217,-9.956761729530818
1218,-9.964121435142594
1219,-9.971481140754369
1220,-9.978840846366145
1221,-9.986200551977921
1222,-9.993560257589696
